epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1935.81,0.80159,0.48223,1.07978,0.77081,0.74806,0.78833,0.53039,1.18694,0.77742,1.48156,0.00107045,0.00107045,0.00107045
184,1946.24,0.80029,0.51572,1.08248,0.75989,0.74838,0.79124,0.53191,1.19029,0.7749,1.48726,0.00104886,0.00104886,0.00104886
185,1956.65,0.81385,0.47409,1.08295,0.78892,0.73216,0.78692,0.52753,1.18725,0.76685,1.48196,0.00102727,0.00102727,0.00102727
186,1967.08,0.78719,0.46533,1.066,0.76177,0.74476,0.78323,0.52304,1.18556,0.76734,1.47815,0.00100568,0.00100568,0.00100568
187,1977.45,0.782,0.48318,1.07902,0.77322,0.7406,0.78195,0.52359,1.21022,0.77411,1.49956,0.000984091,0.000984091,0.000984091
188,1987.89,0.7888,0.45993,1.069,0.76722,0.73643,0.78145,0.52651,1.19073,0.77043,1.48367,0.0009625,0.0009625,0.0009625
189,1998.29,0.79036,0.46597,1.09149,0.7727,0.74341,0.77914,0.52293,1.18332,0.77336,1.48386,0.000940909,0.000940909,0.000940909
190,2008.68,0.7841,0.47219,1.07964,0.78134,0.73747,0.78357,0.52039,1.20389,0.7785,1.50558,0.000919318,0.000919318,0.000919318
191,2019.09,0.78874,0.48939,1.0851,0.78727,0.73645,0.79019,0.52837,1.19618,0.77023,1.50316,0.000897727,0.000897727,0.000897727
192,2029.47,0.8032,0.50711,1.09335,0.77229,0.7457,0.79101,0.52573,1.19676,0.77218,1.50949,0.000876136,0.000876136,0.000876136
193,2039.89,0.76604,0.45175,1.06349,0.78722,0.73261,0.78972,0.52604,1.1999,0.77491,1.5078,0.000854545,0.000854545,0.000854545
194,2050.3,0.78601,0.47458,1.0726,0.75798,0.75141,0.78663,0.52379,1.19677,0.77226,1.50471,0.000832955,0.000832955,0.000832955
195,2060.75,0.78463,0.46442,1.07217,0.75852,0.75277,0.7912,0.52344,1.19299,0.76188,1.49836,0.000811364,0.000811364,0.000811364
196,2071.56,0.75301,0.46945,1.09023,0.79176,0.73426,0.78392,0.51932,1.19771,0.7648,1.50771,0.000789773,0.000789773,0.000789773
197,2081.81,0.75014,0.42998,1.08719,0.75896,0.75508,0.78534,0.51848,1.21155,0.77691,1.51738,0.000768182,0.000768182,0.000768182
198,2092.07,0.74644,0.42519,1.08056,0.7925,0.72416,0.78437,0.52328,1.18883,0.76304,1.50979,0.000746591,0.000746591,0.000746591
199,2102.32,0.7451,0.41908,1.06997,0.79636,0.7235,0.78281,0.52789,1.19225,0.76477,1.5192,0.000725,0.000725,0.000725
200,2112.56,0.74071,0.44309,1.08486,0.76901,0.73926,0.7831,0.52121,1.22919,0.77273,1.53815,0.000703409,0.000703409,0.000703409
201,2122.79,0.74275,0.42784,1.07252,0.76217,0.74705,0.78504,0.52548,1.19723,0.77227,1.5123,0.000681818,0.000681818,0.000681818
202,2133.04,0.73675,0.41135,1.06541,0.75884,0.75122,0.78472,0.52168,1.20639,0.77288,1.52593,0.000660227,0.000660227,0.000660227
203,2143.28,0.72393,0.4101,1.06671,0.78826,0.73113,0.78267,0.52271,1.18355,0.75291,1.50724,0.000638636,0.000638636,0.000638636
204,2153.5,0.71635,0.40469,1.06083,0.77211,0.75257,0.78548,0.52441,1.19931,0.74977,1.52636,0.000617045,0.000617045,0.000617045
205,2163.76,0.7378,0.44876,1.07365,0.76904,0.73848,0.78515,0.52111,1.20954,0.76283,1.53592,0.000595455,0.000595455,0.000595455
206,2174.02,0.73979,0.45417,1.06662,0.77812,0.73616,0.78488,0.52257,1.19389,0.76932,1.52094,0.000573864,0.000573864,0.000573864
207,2184.28,0.70063,0.39806,1.06643,0.75881,0.75066,0.78077,0.51724,1.20373,0.77561,1.5236,0.000552273,0.000552273,0.000552273
208,2194.49,0.70208,0.39731,1.05477,0.76874,0.74446,0.78027,0.51511,1.20988,0.77369,1.5334,0.000530682,0.000530682,0.000530682
209,2204.74,0.7081,0.41454,1.06639,0.7817,0.72494,0.78127,0.52051,1.19655,0.76262,1.52681,0.000509091,0.000509091,0.000509091
210,2214.97,0.70844,0.41612,1.04981,0.78082,0.73406,0.78545,0.52111,1.21263,0.77052,1.54036,0.0004875,0.0004875,0.0004875
211,2225.21,0.70104,0.40637,1.05427,0.77054,0.73906,0.7849,0.52023,1.20533,0.77285,1.53404,0.000465909,0.000465909,0.000465909
212,2235.43,0.69702,0.39409,1.03152,0.79894,0.7186,0.78448,0.5235,1.20425,0.76781,1.53321,0.000444318,0.000444318,0.000444318
213,2245.65,0.69881,0.40791,1.04006,0.78044,0.73536,0.77941,0.52224,1.20648,0.76648,1.53831,0.000422727,0.000422727,0.000422727
214,2255.89,0.6895,0.39483,1.0622,0.75221,0.76175,0.78044,0.52357,1.19754,0.76157,1.52736,0.000401136,0.000401136,0.000401136
215,2266.1,0.68176,0.38641,1.04778,0.75861,0.75801,0.78412,0.52215,1.20516,0.75894,1.53256,0.000379545,0.000379545,0.000379545
216,2276.32,0.68589,0.38563,1.03406,0.77186,0.74651,0.78697,0.52417,1.2036,0.76306,1.53558,0.000357955,0.000357955,0.000357955
217,2286.54,0.67796,0.38352,1.02268,0.74948,0.75949,0.78658,0.52414,1.19504,0.7622,1.53289,0.000336364,0.000336364,0.000336364
218,2296.79,0.68138,0.38589,1.04481,0.7844,0.73969,0.7881,0.52659,1.20732,0.75868,1.54576,0.000314773,0.000314773,0.000314773
219,2307.02,0.66959,0.37873,1.0376,0.78137,0.73855,0.78747,0.52888,1.19951,0.75726,1.54208,0.000293182,0.000293182,0.000293182
220,2317.25,0.68444,0.39611,1.04335,0.77856,0.74161,0.78992,0.53117,1.19474,0.75256,1.54042,0.000271591,0.000271591,0.000271591
